review,sentiment,word_count,length_bucket,char_count,char_length_bucket
You WERE our favorite Ice cream spot in Charlotte until a few weeks ago Hey Tutu you dont get to be rude to my wife and continue to get our business Theres just too much competition out here for you to get comfortable especially in the two most crucial areas Quality and Customer Service Bye Felicia,negative,56,50-75,308,<500
First time customer and I was not very impressed I think they focus more on quantity over quality  the lines were out the door and when we stopped and went back to our room to eat we were shocked we paid so much for mediocre desserts,negative,47,25-50,235,<500
When you first walk in you feel aweinspired The decor is crazy cool and very unique definitely a different setting than Starbucks The place is always busy even at 1 am The line does tend to move at a pretty steady rate but if youre impatient its better to check out the local Harris Teeter Ive only been twice so please do read with a grain of salt Ive only had macaroons twice both times here as a new experience and both times they were pretty good from what I could tell although Im not much of a food critic and the small mousse cups are a delicious little bite I would like to see more variety when it comes to macaroons though Ive seen so many flavors online My biggest complaint would have to be the staff they all seem a bit unpleasant The cashiers seem to be less than enthusiastic to be ringing customers up At my last visit a woman behind the counter was helping those waiting in line to get their boxes prepared for the register and after serving us in a mundane manner she quietly asked the folks behind us for their order Being that it was so busy and it was a small group of friends chatting they more than likely didnt here her but she mumbled something under her breath and turned away from them I dont know what she said but Im pretty sure it wasnt very kind I get it it must be exhausting but you have to be aware of the fact that you are working an exhausting job at least TRY to act like youre happy to take 13 for a few pastries,positive,284,250-300,1495,1000-1500
Get the lobster tail Best dessert I have ever had the pleasure of experiencing Next to that the cannolis Oh my goodness Youll need an intense workout after devouring them but you wont regret it,positive,35,25-50,205,<500
The French Toast donut was amazing They only make it on the weekends or something but its good The other donut I had was whatever but Ill return to try more donuts,positive,32,25-50,170,<500
A fun place for a sweet treat on the Strip The place has a very cute vibe and is quite tiny squeezed into a small storefront next to Momofuku in the Cosmo Staff is friendly and takes orders quickly If nothing else the flavors at Milk Bar are out of the box There were lots of items I wanted to try but I was most intrigued by the cereal milk soft serve and the crack pie The cereal milk soft serve really does taste like sugarinfused milk with a starchiness thats quite unique My slice of crack pie was gooey and very delicious Neither item was overly sweet Prices are high  probably too high for the portion size But maybe I shouldnt complain since portion sizes are obscenely huge elsewhere Id be interested in coming back to try the cookies and klossies,positive,143,100-150,777,500-1000
wtf is up with all the hype yes the atm is cool yes the cupcakes taste good but they taste almost the exact same as any other fancy cupcake you would buy two stars because for all the hype this place was a mess of a business,negative,47,25-50,228,<500
If you like really sweet cake you might enjoy this I found this cake to be dry and overly sweet Its definitely over priced IKEA has a slice of chocolate cake thats delicious and a much better value,negative,38,25-50,203,<500
I was initially excited to come here after looking at all the wonderful reviews I ordered the cookie cup being over seven dollars thinking it would all be worth the money I tasted a few flavors and decided to stick with chocolate but the flavor or consistency was nothing special Overall the scoop was rather small considering the price The macaroon and toasted marshmallow on top were the only significant parts but Ive seen many other places where you can get much more for a price like that,negative,88,75-100,504,500-1000
Ordered an 6 inch lemons berry mix birthday cake It was just ok sort of dry and ingredients arent as fresh The candle was 1 and it was so tiny that I thought it was a joke At a price close to 50 I expected more,negative,46,25-50,218,<500
Omg I wanted to like this place so much but I just couldnt I first saw this famous cereal milk soft serve on every foodies Instagram page in NYC It looked so delish I wanted to try it ever since Low and behold MomoFuku Milk Bar is located on the second floor of the cosmopolitan hotel Right next to Eggslut I decided to give this place a try after dinner I was soooo excited Finally trying this cereal milk place YASSSSS GIRL YASSSSSS The employees were just sooooo friendly She explained the entire menu to me and what theyre known for So I trusted her and got the cereal milk soft serve with corn flakes on top She said this is what theyre most popular dessert Oh no the soft serve was just milkit was milk in ice cream formation Ummmm I mean I should have expected that right The consistency of the soft serve was so creamy which is the only way I kept eating that thing Im sad I didnt try their crack pie which Ive heard good things about But maybe next time But for now not impressed with the cereal milk soft serve ,negative,198,150-200,1071,1000-1500
The crack pie itself and the soft serve crack pie with the added corn flakes never fail to satisfy my childhood sweet tooth dessert cravings Ive been to the one in New York before so I was familiar with the menu offerings Service was quick at this location and staff were friendly I had the iced crack pie latte too which was also delicious If you havent been here definitely this place is worth making a visit to,positive,78,75-100,421,<500
I AM SO DISAPPOINTED WITH MY SLICE OF RED VELVET CAKE I was really excited to find this bakery which wasnt easy for us to find and had such high expectations because of who owns it Hes FAMOUS for cake right And red velvet is my FAVORITE CAKE EVER I saw it there and couldnt wait to buy it and dig in IT SERIOUSLY IS THE WORST TASTING RED VELVET CAKE OR CAKE PERIOD THAT I HAVE EVER HAD IN MY LIFE and I have had plenty of cake in my lifetime Even the frosting was gross If I could give it ZERO stars I would What a letdown I highly discourage any travelers to Vegas to waste your time or money at Carlos Bakery I know we will never go back,negative,132,100-150,663,500-1000
We walked in right around closing time only a couple cannolis left we bought them all along with other cookies cheesecake brownies and coffee Everything looked extra yummy I opted for the cheesecake which is all cake by the way no crust It was divine Cute little place and you can tell its one of those places that will get really busy and line would be out the door but not on a snowy cold night Again it was closing time but the staff wasnt annoyed they came by and asked us if we needed any boxes or anything and were very welcoming and also thanked us while we were heading out too,positive,113,100-150,600,500-1000
I will still come to Jersey to try the real thing but this place is a huge swing and a miss Buddy if youre going to branch out get on top of this place quick Take more time on getting the taste down and not working about presenting it in a perfect box,negative,53,50-75,255,<500
Highly recommend This is such a fun hangout place with the best decorations Definitely is a good place to bring someone out of town for just for a date or friends catching up They give you a really good amount of food and the pastries are absolutely amazing I got one that was some kind of strawberry shortcake and I highly recommend The staff was very friendly and there is lots of seating which is great because on the weekends it is pretty busy,positive,84,75-100,453,<500
OhOooohOooh my god Yes Yes Oh ermhiahemdidnt see you thereI was just enjoying some Sweet Sweet loveer I mean Sweet Republic Oh who am I kidding Sweet Republic and I are having a naughty naughty affair Sinfully delicious ice creams that make you feel a little dirty to tell people aboutand you almost dont want to because they might eat up the limited flavours before you get therebut it is so goddamned good that you have to bragso you do it anyhowand people look at you funny because you are drooling a littleand you moan a tad between flavour descriptionsso they look at you funnyuntil they try it because then they know Yes darling sometimes when we make love I fantasize about chocolate billy,positive,124,100-150,756,500-1000
I really like this bakery in Buena ParkCalifornia That is why I visited to buy some breads There was long line outside the store and waited about 30 minutes to get into store and another long line in the store Surprisingly only 2 cashiers were working hard I dont want to blame the cashiers but the owner or manager Open more cashiers to reduce wait time Many customers in a long line did not look happy Outside is getting colder,negative,80,75-100,446,<500
Nice little ice cream spot that is open late Its a little hidden in the back of some other restaurants on Grand Ave but promise you will be your go to ice cream spot They have a ton of flavors and the employees are very nice and informative Theyll let you sample any of the flavors and also make some good recommendations I got just the plain vanilla and chocolate and they were some of the best tasing ice cream Ive ever had you can tell quality and freshness is superior here Also makes a great date night as Grand Ave Pizza co is across the street you can grab a slice and have some ice cream for dessert,positive,119,100-150,616,500-1000
I reviewed several ice cream parlors in the area and heard nothing but great things Scooptopia The ice cream was amazing and one of the best Ive eaten The owners were very nice Will definitely come back,positive,37,25-50,207,<500
Today I went to this place for the first time in over a year and remembered why I will not be going back The people who work here feel like they are entitled to something on top of everything being super overpriced Not sure why but they have such a bad attitude I asked for two coffees and they gave them to me in to go cups whatever you guys do I dont care but I politely said that I didnt need the lids because I was having the coffee there my bad for trying to reduce the plastic consumption the barista gave me the worst look making me feel bad for saying no to the lids Then she left them on the counter and ended up throwing them in the trash not trying to reuse them So much for trying to save the planet amelies,negative,146,100-150,735,500-1000
Place is amazing Let me say that donuts are my weakness So many people would be surprised to pay 36 bucks for a donut but I honestly say worth it I had the French toast donut Amazing Served with butter and syrup also with a side of blue berry jelly I destroyed it Ive also tried the pop tart donut the birthday cake Creame BrÃlÃe samoa oreo and red velvet All ok I would say try the pop tart one but its share it Its super rich and filling,positive,89,75-100,470,<500
My sisters wanted to try this place out because we are all fans of Cake Boss and Buddy and his family They tell you the line is about 20 minutes ummm you mean over an hour I was able to go all the way to Wynn buy something and the LV store and come back when my sisters where just hitting the counter Good for me bad for them You order then you have to wait to pay They will call you over to confirm your order once they box it up Too bad I didnt notice that two of the rugelach cookies were burntas in you should have dumped these cookies in the trash can rather than putting it out to sell  especially  1299 lb I felt RIPPED OFF They were running out of Lobster tails  and the person behind us was asked when they were confirming her order if she would mind having two lobster tails removed from her order  I think they oversold  theres a lag between taking customers orders and filling them which can create issues like this Skip Carlos and go to another bakery if you are in this area  Hello you are in Vegas and theres LOTS of other places to try Thankfully and Buddy I watch your show Buddys Bakery Rescue and you might want to go to this location and rescue it Im just sayin,negative,239,200-250,1232,1000-1500
I wanted to make custom cakes from them but they have a HORRIBLE response time in replying to Email orders I called and asked to make several custom cakes for friends of mine and they mentioned to email the request I sent out an email request and received one reply out of the 4 emails I sent The response time to that one email was a week later Expect long waits throughout the day with a shortage of staff Workers are all still in training mode and incapable of dealing with large volume orders and dealing with crowds Wait a few more weeks before going here and hopefully theyll get their operation in order Current management is poor and dont bother emailing them Cake requests PreMade cakes on the other hand turned out well I picked up 2 of them for a friends birthday and all thought the cake was delicious one Star for that,negative,155,150-200,849,500-1000
My two stars are for the decor and ambiance which are both quite cool There is an assortment of pastries behind the glass and decided to try a few Major disappointment Pastries seemed stale with no flavor and the prices werent cheap I did enjoy the artistic and unique touches around the place and think it would do much better as a gift shop instead of bakery,negative,67,50-75,367,<500
I wish they had these in every town like McDonalds is Amelies is the bees knees I get a Napoleon every time I come in And its filled with French items such as paintings and other art work I never eat in because theyre always busy and it gets really noisy Staff has always treated me well and very knowledgeable about their products Recommend to anyone who hasnt had it,positive,70,50-75,377,<500
Wow This is no ordinary donut shop omg I walked in and I could not decide what to get I want them all I had the vanilla bean donut which by the way are gigantic and the creme brÃlÃe donut ohhh so yummy a must try,positive,46,25-50,222,<500
I dont understand what the attraction is Its definitely cute but my cappuccino was cold and the cake was dense and not very good My husband had chocolate cream pie that was literally pie crust with a very thin layer of chocolate Not good,negative,44,25-50,243,<500
I dont mind this place but be prepared to wait in line For a one scoop cone on a cake cone is right around 6 bucks 6 bucks for a one scoop of ice cream is really starting to push it Regarding the ice cream its very good They let you sample which is nice They have funky flavors but most are very tasty I had the FrosÃ on a cake cone and wow it was like drinking frozen wine Very very good Cone was stale however not that great They do make their own ice cream cones which I appreciate they are made right in front of you I would suggest going for that over the cake cones I tried the darkest chocolate too which I loved I would give this a try again and sample some more flavors Its a cute store but very crowded right now,positive,149,100-150,745,500-1000
Soooo amazing I got the caramel fudge brownie It was significantly better than I was imagining,positive,16,<50,102,<500
I was so excited to finally try this place out They dont have one where we live so when my husband and I were in Vegas for a weekend we figured why not Unfortunately the experience left much to be desired The compost cookie was far too salty and the bday shake tasted like nothing but straight up sugar I love sweets as much as the next person but too much sugar is a very real thing This in itself caused them to miss the mark on what could of been some really yummy treats Also the price I get that were in Vegas and everything is overpriced but Im a strong believer in getting what you pay for and that was not the case here The idea is cute but just not well executed I honestly cant recommend it,negative,140,100-150,717,500-1000
Good selection of sandwiches The ice cream looked great but I didnt try it Husband and I both had the BLT which was good Nice crisp bacon on some kind of toasted egg bread All very reasonable priced The only reason for the two stars is that we both had some tummy issues about an hour or so later and that was the last thing we ate If it wasnt for that I would give another star I could be encouraged to give this place another go though and hope that its a one off just because the food tasted so good,negative,102,100-150,513,500-1000
This is probably my favorite breakfast location in town Highly suggest the build your own breakfast sandwich you cant go wrong with either the croissant or baguette but I prefer the baguette if forced to chose Also the pastrys and desserts in the case are always fresh and very tasty I have yet to find one I didnt enjoy but the tea cakes are my favorite There is a huge selection of macaroon flavors to chose from and an almost supply at any time of day Cant go wrong morning afternoon or night with a visit here,positive,97,75-100,524,500-1000
After all the hype of watching Cake Boss which I know is a different location we were expecting a lot more from Carlos Bake Shop in the Venetian The look is authentic and the glass kitchen a nice touch but the items we tried were just ok The Peanut Butter  Jelly cookies could be made better in the average kitchen certainly my homemade cookies beat these hands down The best thing we had was the vanilla slice like a mille feuille cant remember what they called it the pastry cream was good and the puff pastry thin and well defined Too many option in Vegas for this to be more than a novelty stop,negative,115,100-150,612,500-1000
Only two stars because the fact is that yes I have experienced better than the pastries at the Las Vegas Bouchon Bakery The best of what I sampled was the chocolate croissant it had two ribbons of chocolate in it which was quite nice However the pastry was just a bit too tough when it should have been tender and it was too greasy I also took tastes of four different macaron flavors chocolate vanilla raspberry and lemon The chocolate was far and away the best of the four but it was more like a brownie than a macaron The weakest were the raspberry and lemon which had too much oozy filling Worst of what I tried the pain au raisin Pain au raisin is supposed to be a custard raisin roll not a raisin danish Flat extremely greasy I will only grudgingly acknowledge that there were enough raisins and that they were soft and tender but that couldnt salvage the thing I dont know maybe Im holding this place to unfairly high standards but I know that pastry can be better,negative,182,150-200,1004,1000-1500
Sugar overload Just had a glazed donut it was delicious soft yet satisfyingly doughy at the same time with a nice amount of glaze As a first timer it was a bit overwhelming to have to keep asking what each donut was but hang in there and order what looks good for your dozen to take home They have serve yourself togo coffee and assorted bottled beverages Cash only although their sign states they will accept a check with proper ID,positive,81,75-100,445,<500
Seriously People in AZ must be hard up for good ice cream Just because they put unique combinations together doesnt mean that its good ice cream Maybe Im biased because Im from San Francisco and have been spoiled with BiRite ice cream I do know good ice cream when I eat it and sweet republic is all hype The salted caramel started out good but then just tasted like flavored whipped cream It left a rotten milk after taste in my mouth that made me keep saying ew I tried the honey blue cheese Very strong flavor but nothing special I get what they were trying to do and its a good thing theyre in Arizona because in California they wouldnt be as successful Not to mention the staff was rude We were the only ones in there on a hot Saturday afternoon which should tell you something and there were three people behind the counter but it still took a few minutes before we were acknowledged Then the lady was simply cold and annoyed Ok point taken we wont be back Not a loss Well at least not for us,negative,191,150-200,1026,1000-1500
Needless to say the ice cream is amazing The reason as to why I gave it one star primarily deals with the fact that the managementownership treat their employees in a completely unprofessional manner For example on multiple occasions I have seen employees scolded for overscooping With regards to the price the portions are not proportional to what you pay I suggest you go to Whole Foods they have the same ice cream without the lack of professionalism and skimpy portions,negative,81,75-100,490,<500
Bought my friend some birthday cupcakes from here and she loved them They also have vegan options which are also delicious,positive,21,<50,125,<500
We ordered a custom cake for a family celebration It was beautiful and tasted great The cake here is not overwhelmingly sweet like you get at a grocery store but it has intense flavors which we prefer The 8 inch cake easily served 13 with some leftovers My one recommendation is that the business set it up so that you receive an automated email confirmation when you submit an order online The shop is really nice too if you want to sit and enjoy a coffee,positive,86,75-100,464,<500
I had several items 5 items and they were only so so Most of the items were thrown away 12 finished by the people I was with Nothing we ordered was great I dont think I will be back I had several cupcakes peanut butter Much better food to be found in Vegas,negative,53,50-75,270,<500
I love this place What a cute little gem to enjoy Im a simple ice cream girl so this place is overwhelming for me but the simple flavors like cookies and cream are to die for cause they make them The ice cream sandwich with the lightly salted warm chocolate chip cookie is ridic Lemon cake was my favorite flavor so unique and fresh Come check this place out they do movie nights in the summer,positive,76,75-100,408,<500
Oh goodness where do I begin So when we arrived there was a bit of the line  I could hear the people ordering talking to the employee asking about the types of options they had but I couldnt hear all the info cause ya know social distancing so when we got to the window to order I was hesitant to ask because she might be sick of explaining the same damn thing over and over lol but noo she was so sweet and explained everything to us Eventually ended up getting the Cookie Monster dough melt and OMG After each bite of it I was getting sadder and sadder I DIDNT WANT IT TO BE OVER insert hysterically crying face the doughnut was warm and delicious as was the ice cream ugh loved it and the area was cute nice little sitting area loved everything about it ,positive,149,100-150,770,500-1000
Its a small space but great ice cream and amazing ideas They also have gifts you can buy,positive,18,<50,90,<500
Probably one of the best macarons that Ive ever tasted Huge chewy and sweet what more could you ask for I got a box of macarons 1500 for 6 pistachio chocolate salted caramel coffee I highly recommend the pistachio macarons Definitely worth it,positive,43,25-50,259,<500
Love the donuts way off the beam on calories BUT hey if ur eating a donut why care about calories I am only giving 4 stars cause they dont have their nutrition info on the donuts,positive,36,25-50,181,<500
Not at all impressed with the cookie I got The flavor was pretty bland and the dried blueberries were just odd Definitely an overhyped placed,negative,25,<50,144,<500
Ive read so much about their salted butter caramel and it was soyawntasteless I found nothing exciting about it and I will never go back I found a much much better place in Scottsdale that just opened called Cream City CafÃ and there is NO comparison Sweet Republic is not so sweet,negative,52,50-75,305,<500
Amelies is the perfect cafe to meet with friends go on a date or simply get some work done in a peaceful homey environment They offer a great selection of sweets salads sandwiches and cold and hot drinks Their coffees and lattes are very tasty I had the pumpkin clove latte and I really enjoyed it This is my go to place if I need to get out of the house to focus on work Open 247 FREE WIFI and seating in multiple areas My life saver Also the decor is so unique Whoever decorated their locations is very talented,positive,100,75-100,534,500-1000
I tried 6 different pastry items and a coffee drink and the only good thing was the coffee For the 30 I spent it was horrible the portions were small and it was a complete waste of time DO NOT go there just go to Nonas Much better,negative,48,25-50,239,<500
This is one of my cheat meal places Creamy ice cream of flavors to tempt and make you verrrrrrry happy I had a regular waffle cone with mint chip ice cream and chocolate shots or sprinkles how you folks call it out here in the west They scooped my 1st scoop then did something amazing  covered the scoop in chocolate shots  THEN scooped the next scoop on top and covered it with more chocolate shots OMG I almost hugged him when he handed me my cone of layered goodness My hubby had one of their milkshakes which is his weakness and Churn does not disappoint Many flavors  many confection combos and the best way to beat the heat and reward yourself with this creamy goodness Minimal parking but once you find a spot  its worth it Much love to Churn,positive,144,100-150,769,500-1000
I hardly ever splurge on dessert or buy cupcakes but we saved room for dessert after dinner to stop by Sprinkles We were so disappointed when both of our cupcakes were on the stale side like they had been sitting out too long I had the pumkpin one and it was sadly bland My husband had the black and white which was not much better The service was great and everyone was very friendly I just wish we would have visited when some of the cupcakes were fresh out of the oven,negative,92,75-100,480,<500
MILK BAR IN WEST COAST finally I got the fruity pebble ice cream with corn flakes and the corn flake chocolate chip marshmallow cookie The fruity pebble ice cream was a bit sweet to my taste but the corn flake had a hint of saltyness to it so it balanced out For the hype and talk that everyone had I think this place was not as amazing as everyone says It was 6 for a scoop of ice cream Its worth trying if youre a huge fan of sweets As for the cookie it was different Super chewy and like the ice cream the corn flake had a hint of saltyness which was different I would try more of their other cookies next time,positive,124,100-150,630,500-1000
Went to Somisomi in Henderson and counter asked where my mask was So I walked out I watched from the window four feet from her was a crowd of unmasked customers eating ice cream Why in the hell do I need a mask for when the rest of the restaurant is unmasked Do germs stay away from the left side of the restaurant Idiots,negative,64,50-75,327,<500
Wow Do you love macaroons Do you love ice cream Well Im here to tell you they are amazing together Its not just hype their products are good quality and the guy who helped me made me something that wasnt on the menu that I saw on yelp It was sooooooo good Theres so many things to choose from so do your homework a little bit before you go if it takes you a little while to make your mind up,positive,81,75-100,405,<500
One of the best little hidden treasures in Champaign I have never had anything I didnt like here The drinks are all really good and the treats oh man the treats They always have a great variety to choose from and if you have a sweet tooth then this is the place for you The shop also has some really great little unique items whether for gifts or just yourself Ive never had a bad experience here the girls are all so sweet and helpful Anytime anyone comes to town to visit I make sure to bring them to Hopscotch for a goodie This business is just one great example of why you should support local businesses,positive,117,100-150,622,500-1000
I loved their food They know their food well The chocolate almond croissant was heavenly and so was my coffee Im definitely coming back for more Price was very reasonable for the quality of the fresh food Well done guys,positive,40,25-50,229,<500
Want to know how to make a childs dream come true Then youve come to the right place The name of the store is misleading They dont JUST sell ice cream they pretty much sell ALL the sweets you can think of candy apples cookies candies donuts and more Youll recognize this place FIRST by smelling it rather than by seeing it Youll smell the irresistible sweet bakery scent a long ways off and before you know it you have arrived at this heavenly place Once you get here you cant help but check out what this shop has got You might even be tempted to make a purchase yourself I know I was But do watch out for the prices since they are sort of expensive Ordered a candy apple and it was around 67,positive,136,100-150,724,500-1000
We got the 5 pack of cannoli and 4 pack of lobster tails variety pack each It was very delicious The price was a little steep we paid 4700 for both I can say i ate at carlos bakery and had the cannoli for 47 dollars No line we were in and out very quickly I enjoyed the experience can i find cheaper cannoli somewhere else Maybe Will it be as good as carlos  But for my first Cannoli at least i have a good starting point for what i know is a good cannoli,positive,96,75-100,467,<500
My friend brought me here while I was visiting from out of town and Im so glad she did This place is amazing The ice cream is so fresh They have so many unique flavors it was so hard to choose I loved how they have the option for half scoops so I could try more flavors It also smells so good from the fresh waffle cones,positive,67,50-75,327,<500
Trust issues man Got the Grandmas Cookies and my sample tasted like snickerdoodle and I saw it had something else in it but I wasnt sure what it was And it ended up being You guessed it oatmeal raisin The descriptions should say what they actually are My wife loved it so that was nice,negative,55,50-75,302,<500
This place has such great reviews and I really dont want to put in a bad review but my experience here was beyond horrible Bought 60 worth of bakery and everything tasted old Maybe because we came late at night Im not sure the reason why but the lines were long and I didnt mind because the atmosphere and decor there was absolutely one of a kind I wished I couldve said the same with their bakery I would update this bad review when or if I would ever go back,negative,91,75-100,473,<500
My new favorite bakerysweet treat place Everything I have tried here has been amazing The espresso is good too A little pricy but thats expected for the location and quality of the pastries,positive,33,25-50,196,<500
This place was great My husband and I split the meatball sub with chips and picked out several dessert options The place wasnt busy when we first got there so pulling a number tab wasnt necessary but within 5 minutes after ordering the place was packed They have an adequate amount of seating between the inside and outside If we end up going back we live in Louisville KY and stopped here on a road trip and order the meatball sub again I will ask for an additional cup of tomato sauce it was incredible and would be very tasty on the kettle chips served with the sub Great spot and I recommend it highly,positive,115,100-150,619,500-1000
Ive been to the Bouchon Bakery in Yountville which I give a rating of 3 and its much better than this Vegas kiosk When I went last time my cupcake was overly sweet that I could only eat a couple bites the macarons lacked a crispy shell and tasted more like whoopie pies and my cookie was a little too hard Overall the baked goods at this location do not taste very fresh Its always crowded too so the staff isnt very friendly and rushes people in line,negative,88,75-100,464,<500
If you havent been to Masons Creamery drop what youre doing and go now Best ice cream in Cleveland The employees are cool and fun Try everything,positive,27,25-50,152,<500
Simply lovely Ive tried it all  pastries sandwiches soups and its ALL good,positive,14,<50,86,<500
Ive ordered the vegan caramel popcorn at the melt the last 3 times Ive been The first time the popcorn was so chewy It got all stuck in my teeth and so hard to chew I considered maybe it was just a bad bag So I gave it another chance and ordered it a second time because the melt doesnt have any other vegan desserts and it was delicious Exactly what you would expect for caramel popcorn sweet caramel glaze crunchy Ordered it a third time and another disappointment I dont want to blame the company maybe its the way the melt stores it  but 13 not good odds I did mention this to the melt they shrugged Still not sure if its supposed to be chewy Also it was from different locations bummer,negative,134,100-150,729,500-1000
The donuts were good but there is no sitting area I little disappointed drove from San Diego to try it,negative,20,<50,104,<500
Worth all the hype I got vanilla ice cream with Fruity pebbles infused with cheese cake bites on top and i couldnt stop eating it Little bit of a drive for me from my house but it was worth it Hopefully they open a location closer 1010 would recommend going,positive,50,25-50,264,<500
This place is awesome I had a glazed twist doughnut and it was served to me warm It was like going to Krispy Kreme when the light is on but better The dough is chewy and soft and perfectly flavored I dont normally eat sweets but Id driven by and wondered about this place The indulgence was well worth it The person I visited with is not a vegan and felt just as satisfied as I was Its always nice when choosing a vegan option doesnt require a sacrifice of taste or quality Two thumbs up Vegan Doughnut Company,positive,99,75-100,528,500-1000
In summer this place is always bustling and you can tell why They have a ton of super delicious flavors but my absolute favorite is the Zanzibar chocolate Its the richest most chocolatey chocolate ice cream Ive ever had and I go out of my way to get it whenever Im in the area or in a few Milwaukee grocery stores where its sold The storefront is small and can get crowded during busy times but the service is efficient and you really cant beat the ice cream,positive,88,75-100,469,<500
Tried this place after hearing about the hype Had to wake up extra early so try all the flavors before they sold out This was not worth the hype we got a dozen doughnuts since we dont live in Vegas The special doughnuts werent anything special The creme brulee didnt have enough filling nor did the other flavors All the doughnuts tasted normal flavors werent special or wow about them compared to most normal doughnut shops Ive had better doughnuts in the east coast This was such a disappointment,negative,89,75-100,515,500-1000
Ordered a crack pie milk shake and a side expresso I was going to sip the espresso and follow it with the milkshake but laziness got the better of me so I just dumped it in there to form a super powerful flavorful milk shake Im sure the caffeine content was much higher than your standard coffee milkshake because Im wired as fuck The milk shake itself had a nice consistency to it I couldnt put my finger on what the flavor was never had crack pie before but after mixing it with the expresso I could definitely taste a buttery creaminess to it that was artery clogging satisfaction Order up,positive,111,100-150,605,500-1000
Kid in a candy shop Thats the nostalgia Sloans gave me upon walking in I forgot to count how many flavors but my oh my its a several dozen We all found our ice creams to be delicious Employees were attentive and available Prices were up there but considering its in the Venetian what else would one except They also had a wall lined with candy Yup you heard me Ill be back with my local friends and tourists Literally cant wait,positive,82,75-100,444,<500
I find this place to be over rated and service is always poor Slow internet,negative,15,<50,77,<500
Not worthy at all I waited more than 30 minutes in line the service is veeeery bad the whole crew doesnt know how to treat their customers The crÃªpe is good and not that expensive but the tradeoff wasnt good to me,negative,42,25-50,222,<500
Tried to order a cheesecake for my bfs bday I was told to go on their postmates app if I wanted delivery Went through their whole menu pretty long and didnt see any cheesecake Called back to ask if they offer cheesecake because I didnt see it on the app menu  the girl said they definitely do Went back to the postmates app and checked again and did not see the cheesecake ANYWHERE Im kinda bummed cause I really had my heart set on this place for my bfs cake Hopefully the manager sees this so they can fix their menu Or maybe the girl is just mistaken  needs to know their inventory better,negative,116,100-150,609,500-1000
Very friendly atmosphere and owners They have a great selection of ice cream flavors and their halo halo tastes amazing Definitely will be visiting this place often,positive,27,25-50,168,<500
The sweets looks like they were made by a rookie and the milkshakes were flavorless Also the selection seems a bit short compared to The Milk Shake Factory in the South Side,negative,32,25-50,176,<500
Banana Cream Pie on two buck Tuesdays Youre welcome I really should end it there Blueberry cobbler was too sweet Mint chip was alright Graham Central Station was amazing Good thing I dont live here anymore Id stop by way too often,positive,42,25-50,241,<500
I really enjoyed my cereal milk soft serve the cornflakes were subtly salty and complimented the milky ice cream,positive,19,<50,114,<500
Prestis is my favorite place in Little Italy Offering up stromboli pizza sandwiches and salads Prestis is a one stop shop for lunch in Little Italy They have the absolute best variety of desserts including gelato The cassata cake and chocolate eclairs are MUST tries The restaurant is bathed in natural light and the decor is just so darn modern and pretty Topnotch people watching is an added bonus Come here You wont regret it,positive,75,50-75,445,<500
With all the bakeriespastry shops in Las Vegas with their extravagant display ie Jean Philippe Patisserie youd think a small behind the escalator counter would be flounderingbut not Bouchon Obviously this little boulangerie isnt just a mom and pop shopits owned by the famous Thomas Keller Need I speak more But who cares about the backgroundon to the goods The selection is pretty small but decent for the shops size There are macarons of course cupcakes tartsetc I had a couple macarons raspberry and chocolate both of which are aahhhhhmazingcouldnt ask for anything else Really macarons just make you feel like you should be living like royalty Ã la Marie Antoinette without the headgettingchoppedoff part GASP Wished they had friendlier servicethough maybe my server was just having a bad day you never know Also wished they had a one or two tableschairs to sit on Other than that Yumz,positive,149,100-150,945,500-1000
I love this place so it is hard to write a bad review It was only my second time going to Amelies I have finals this week so I have already been once Today I had been there about an hour studying for my final and a lady was complaining that the meeting room that she scheduled for her group was too small so we were kicked out of our first come first serve room People were complaining about this and not one of the staff members said sorry for what happened There were no other open tables to sit at and Amelies wouldnt open up her original meeting room for us so we were forced to leave In the rain I must add Amelies I had higher expectations for you Obviously your regular customers that were in the room with me dont come first Sorry but definitely wont be going there to sit and study Maybe I will go to Starbucks or Panera where I know I wont be forced to leave,negative,173,150-200,897,500-1000
andrew is such a king fr this man scooped my ice cream with love he needs a raise love u andrew,positive,21,<50,98,<500
Stopped in here after a bit of night time sightseeing of Pittsburgh My sister and brotherinlaw who are the ones who live in Pitt had never been here before so we were all newbies Huge plus that its open until 11pm on weekdays This little place is great You walk up to the order window pick from a handful of different soft serve favors and cone choices and are given your fresh ice cream in no time I ordered the strawberry soft serve in a waffle cone HUGE portion and less than 3 Obviously shocking to me as a native New Yorker since nothing around here is ever that cheap My sister had cheesecake soft serve my other sister had blueberry soft serve both also in waffle cones My brotherinlaw had key lime soft serve in a pretzel cone So unique and actually really delicious having that savorysweet thing going on 4 cones of ice cream for less than 12 Fresh homemade ice cream with really nice staff I look forward to my next visit to pittsburgh so I can enjoy this place again,positive,184,150-200,1012,1000-1500
Wouldve been nice to order even if I at least paid ONE delivery fee since Im not around to be there Cupcakes looks great thats why I give 2 stars Didnt not order anyways But this is crazy Ill just leave this screenshot here and let you be the judge of your choice if your looking for delivery,negative,58,50-75,302,<500
Omg be prepared to Wait 30 minutes for whatever you order the workers take foreverrrrrrr to make 1 shake,negative,19,<50,105,<500
