review,sentiment
I think this film version of NORTHANGER ABBEY is actually quite good It certainly is amusing Well its not a masterpiece as PRIDE AND PREJUDICE 95 but theres very good stuff in it especially the City of Bath setting The Royal Crescent the Roman Baths the fascinating Georgian atmosphere That is excellent If you are a Bath fan like myself youll love watching this film The performances may sound a bit too melodramatic but Ive got the impression that this film like the novel itself is deliberately making fun of the popular tales of romance and terror and of the society of the period The only drawback is probably the female lead as I personally have another idea of Catherine Morlands physical appearance The music is also a bit unusual but I strangely find it acceptable despite its got nothing to do with the historical period portrayed Im wondering what would dear old Jane think,positive
OK when I saw the previews for this movie I thought it looked really scary and was quite excited to see it as were the group I was with Now living in America especially during this election I see some very deceiving things but I have to say these previews were towards the top of list I dont see how so many people could be scared by this movie I only really noticed two real jump scenes and only jumped at one The whole movie was extremely predictable and perhaps that messed up some of the jump scenes for me As for the sound effects so many to be so frightened of I thought they were comical at best Oh and the uhh catboy where did that come from and why The worst noise in the whole movie had to be the weird groaning How does that scare someone I can make that noise easily Now dont get me wrong I have always loved all those really bad scary movies that your just laughing the whole way through but I didnt even think this one had that going for it it was just plain out bad,negative
The untold origin of the Lone Ranger It shows who he was and how and why he became the Rangerbr br Legendary bomb The idea was not a bad onereinvent and introduce the Lone Ranger for 1980s audiences Right off the bat though there were problems The studio ordered Clayton Moore the original Ranger to stop appearing anywhere as the Lone Ranger It led to a nasty little battle that made headlines I know of people who refused to see the film because of how Moore was treated Also they hired the awesomely untalented Klinton Spilsbury to play the Ranger Spilsbury was very handsome and muscular but had absolutely no charisma and just couldnt act In fact his whole vocal performance was redubbed by another actor Also his off screen antics public drunkenness and beating people up didnt help matters Acting aside the script is dull and slow Also the Ranger himself doesnt show up until an HOUR in There were some complaints at the time that the movie was too violent for a PG However I dont think it was that badbr br There are a few very few things done right herethe photography was truly beautiful Michael Horse was excellent as Tonto Christopher Lloyd is lots of fun as the villain and when the Lone Ranger finally shows up with the William Tell Overture booming from the soundtrack its really rousing But all in all this is a boring and terrible attempt to bring back the Lone Ranger Its easy to see why this bombed A 4mostly for the photography,negative
Based on the book Space Vampires by Colin Wilson This is in my humble opinion one of the best pieces of SciFi Horror to come out of the eighties The effects done by ILM still hold up by todays standards The actors are mostly British and being british seem to give this film a greater depth of realismbr br  The film was panned by the critics and sadly failed to do well at the box office on both sides of the atlantic Tobe Hooper blamed the promotional work that was done before its release as the main cause for its low takings But for whatever reason it still does not detract from the fact that this is an excellent film with a great cast and wellpaced plotbr br  Not to be overlooked,positive
This show is really great Its smartIts funnyIts great acting and writing This show is really the fastest show Ive ever seen The Dialogues are really funny and well acted Lauren Graham and Alexis Bledel have a great chemistryYou really do believe they are mother and daughter This show really showed that mother daughter relationships really dont have to be just mother and daughter they can be best friends but on the same time it shows that its really hard sometimes being more than just mother and daughter especially with Lorelai and Emily Just watch this show I highly recommend itIts great and definitely the best show on the air Season 7 stars Tuesday September 26th 2006 87c on the new The CW,positive
When Samantha Eggar as Phyllis Dietrickson answers the door of her house swathed in a towel you realize that as competent an actress as Eggar may be she doesnt have the hypnotic allure of Barbara Stanwyck And it is not entirely Eggars fault In the original film Wilder had Stanwyck not only appear in a towel but she enters the scene on the second floor balcony of the house And she doesnt come out she appears almost as if by magic Walter Neff is staring up at her from below on the first floor There is a reason for this Stanwyck is much higher than Neff Fred MacMurray when they are first introduced It is not just the towel The towel adds to the seductive allure Her pose is like a Greek Goddess overlooking her domain and in a strange way you feel as if from the start she is actually controlling the entire situation She has sexual even magic power This person is no ordinary housewife This person is a mystery with secrets hidden withinbr br Back to 1973 The remake has Crenna knock on the front door Stanwycks standin Eggar answers the door with a towel around her There is no appearance She simply opens the door The alluring superiority that grabs the audience at the first appearance of Stanwyck in 1944 is entirely absent in 1973 She opens the door with a towel around her It may be sexy in a Charlies Angels sort of way but its not nearly as mysterious The filmmakers of the remake seem to misunderstand Wilders point The script may have said Phyllis appears in towel so the filmmakers of the remake simply follow the instructions and include the required towel The point is not the towel The point is the enigmatic quality of Phyllis and the potential power she wields Wilder gave her a towel to add to her mystique The filmmakers of the remake gave her a towel because thats what Wilder did And in the choice of shot lost all of Phyllis mystiquebr br Richard Crenna also seems miscast He seems like hes acting and not really in the midst of the dilemma Part of the problem is Crenna appears so much like a 70s actor He cant get into the 1940s When MacMurray first speaks into the microphone sweat begins to drip from his face No sweat on Crenna And they also changed one of the crucial lines at the beginning In the original Neff says I didnt get the money and I didnt get the woman In the 1973 version Crenna says I didnt get the money and I didnt want the woman Did the filmmakers completely misunderstand the entire point of the story Or were they dumbing it down for a television audiencebr br This madeforTV movie is a bythenumbers rendition All the sharp edge of the original is lost The only standout maybe is Lee J Cobb in the role made famous by Edward G Robinson But he cannot save the loss of intensity of the original This 1973 boring remake is a forgettable TVmovie made probably by the same people who did Gilligans Island They might as well have tried to remake Citizen Kane or Gone with the Wind If mediocrity is the best one can hope for whats the point The 1944 classic is a Film with a capital F This madeforTV remake deserves an F grade or maybe a D for dumb,negative
There are good ways to make a movie and bad ways and this very much the former This short caper exacts nothing more than what it gives to the audience It presents a simple story told very plainly with enough wisecracks to keep you going then just gets better and better Clooneys cameo is funny and very welcome but the leads including Sam Rockwell and Luiz Guzman can easily make it on their own Likeable and funny hilariously so towards the end Welcome to Collinwood is a welcome addition to the heist genre,positive
I dont know what Margaret Atwood was thinking to allow this movie to have the same name as her book Ive always been a big fan of The Robber Bride and was so excited to learn there was a movie in the works I am aware that the translation of book to movie isnt perfect but this movie was the worst ever The names of the women are correct and some of the back story is correct but that is about it I feel like I lost a good portion of my time trying to make it through this movie This really should have been a miniseries to tell the story the way it was writtenbr br The actors for Roz Tony Charis and Zenia were wellchosen even though I was skeptical at first about MaryLouise Parker I only wish theyd had a better script to work with because this really had nothing to do with the book at all,negative
George P Cosmatos Rambo First Blood Part II is pure wishfulfillment The United States clearly didnt win the war in Vietnam They caused damage to this country beyond the imaginable and this movie continues the fairy story of the ohso innocent soldiers The only bad guys were the leaders of the nation who made this war happen The character of Rambo is perfect to notice this He is extremely patriotic bemoans that USAmericans didnt appreciate and celebrate the achievements of the single soldier but has nothing but distrust for leading officers and politicians Like every film that defends the war eg We Were Soldiers also this one avoids the need to give a comprehensible reason for the engagement in South Asia And for that matter also the reason for every single USAmerican soldier that was there Instead Rambo gets to take revenge for the wounds of a whole nation It would have been better to work on how to deal with the memories rather than suppressing them Do we get to win this time Yes you do,negative
We loved the movie I am a mother to two little men I love having a movie I can watch with them where men have integrity and character Moveis where money is not the most important thing And familys are forever and love means more then words br br I do wish we saw more of the Davis family But over all I loved it left me with the same feeling the others did please dont be over We both wish actors would not changeThe new actors were good replacement thobr br My 9 year old son loved this movie too asked me to go buy them all He is a movie critic so for him to say this tells me something Family should all see this move buy it for friends  Help bring back a time of values We will be Reading the books now that we are hooked really hope to see more Be Blessed happy moving,positive
This movie was absolute torture First of all its a whopping 4 hours long True the Kargil war may have had several points that were captured and fought for but every single one of those battles need not have been shown So maybe this is a documentary not a commercial film as advertised Sure didnt seem like it as enough background information was not given and there were some flaws The battle sequences were so poorly executed I am terribly disappointed from the man who gave well done sequences in Border Each battle was the exact same as the previous It was so predictable This might be a spoiler The whole army marches uphill five or so soldiers curse five thousand times each they also use the same cussword every time one of the lead actors is shot someone yells for a stretcher the actor says No dont get a stretcher That will take 6 men from the battalion and then an actor dies That exact same thing happens over and over and over again Oh and the songs are so bad and so long The cast of the movie is too big for its own good Despite such a long movie none of the characters were well developed The actresses had the most miniscule roles They all are dressed and portrayed to be the same Two of them were weeping synchronized It was so comical They moved their hands and heads at the exact same time and then bit their dupatta togetherbr br The list just goes on and on I know Im still forgetting something  Anyways I think I have bashed the film enough that you get the picture,negative
this movie is not as bad as some say it is infact i think its more enjoyable than the original  maybe thats why some people hate it as much cos they dont want to admit its a good not great moviebr br most if not all fx were done by CGI which i didnt mind at all cos it was an enjoyable movie Phil Buckman  Chris was in my opinion the best guy in the movie Julie Delpy was rather attractive she brought the sexiness to the moviebr br there were a lot of wisecracks in the movie which i thought were good this movie is in my collection but the original is not because i dont like it as much as this one i was not bored when i watched this movie it kept me watching unlike some horror movies i could mention like oh say  driller killer  suspiria dario argentos movie thats to name but twobr br this is an ok werewolf film it should be in peoples collection if they like werewolf movies maybe ill get the original at some point maybe i have only one complaint and that is Phil Buckman  Chris should have been in it more than he was but apart from that the movie was finebr br rating for this movie 810 an ok werewolf movie not the worst one out therebr br ,positive
Its a deeply stupid humor but I loved it Jean Dujardin is a great actor in this movie Bérénice Béjo is cute It makes fun of all the secret agents like James Bond refreshing Its probably the most hilarious movie Ive ever seen I already saw it three times and I still want to see it again Buy the DVD as soon as you can You wont regret it Its the kind of movie in which you dont need to have a great scenario because its a parody The only defect is that OSS 117 is too short Its a jewel Its not really frequent to see a french movie get success in the USA but I think that this one has everything to succeed Trust me,positive
This has been one of my favorite movies for a long time Recently I was happy to see it on DVD which is a relief from watching the old grainy VHS versionsbr br I hadnt seen it in years and watched it today to find myself amazed at how well the movie stands up to time Its one of those rare perfect storms of comedy where great writing truly funny line after truly funny line is paired with great direction and outstanding performances all at the same timebr br Dudley Moore got an Oscar nomination for Arthur but lost although John Gielgud won for best supporting actor If Moores performance in Arthur doesnt win a Best Actor Oscar its proof that no comedic actor could ever win the title another example is Gene Wilder in Young Frankensteinbr br Steve Gordon crafts the film beautifully keeping true to each of the characters and the warmhearted tone of the story Quite simply IMHO the movie is a rare gem Its only sad that Steve Gordon passed away just a year after Arthur was releasedbr br Regarding the DVD that is available as of 12007 its soso Although the video quality is a leap over the old VHS copies there is still no widescreen version availablebr br The DVD has a few extras that are nice but its just not enough One example is commentary from the Director stating how he greatly wished how certain deleted takes and scenes could have been included because they were hysterical but that he had to make tough choices for a final edit The DVD being the perfect format to include such material certainly should have offered it as wellbr br This the original Arthur is a classic comedy that is one for the books,positive
An Insomniacs Nightmare is the story of a mans plunge into insanity Having chronic Insomnia Jack is plagued by hallucinations causing him to try and determine what is real and what isntbr br We find out interesting things about Jack near the end and think that by the time the movie is over we will have a happily ever after Hollywood ending Wrong This is New York City the place where nobody sleepsbr br Tess Nanavati Writer and Director has herself a good film in An Insomniacs Nightmare A talented filmmaker and writer she made this film right after her High School Graduation she has real potential and will be one to watch in the upcoming futurebr br As I watched this short film I was constantly uncomfortable between the music bleak scenery and realistic portrayal of an insomniac by Dominic Monaghan as Jack I desperately wanted to turn this off at times just to escape from it,positive
Distortion is a movie that sort of caught me by surprise A sort of multi layered drama that focuses on a man writing a play about his life experiences that are happening to him right at this moment To be more concise he feels that his wife is cheating on him so he hires a private eye to snoop on him His wife has no idea that this is happening Meanwhile the actors in this play are also having a few whoopdedoodles up their sleeves by fooling around with each other and with shall we say unscrupulous people in the world of Israel The whole thing culminates in a theater with all the actors present and the predictable but not really happensbr br The director of the piece really keeps things moving along with the ensemble cast of characters and edits in a way that makes you pay attention This is a fun film actually one which I didnt mind viewing and would recommend people check out,positive
just another showcase of led zeppelin at their finest and their absolute rocking best  every band member is at their best jimmy page and his bow and guitar JPJ with his thunderous bass bozo pounding away and Robert singing like theirs no tomorrow  i have to say when we get into the first song where gonna groove it is the beginning of something very special  this DVD follows zeppelin through their 11 year Carree starting in 69 in the royal Albert hall then Madison square garden 73 followed by a much older and mature band in 75 at earls court and finally a different looking band at their last English show at Knebworth in 79 this DVD is fantastic showcase of zeppelin and if your not a fan you will be after  N,positive
i checked this one out on DVD for a dollar so I could easily smile as this dreadful movie unfolds every time that you think it cannot get any worse it inevitably does The acting is absolutely horrific the plot makes no sense at all The title cold vengeance in the US DVD version has absolutely nothing to do with the script The action scenes are so obviously taken in their first take There are lots of mistakes during dialogues indicating that there is just no intend to do another take to at least try to make this movie bearable I cannot remember having seen a worse movie and I do occasionally get bad oneswell except for unstoppable with Wesley Snipes No who am I kidding while a bad one Unstoppable deserves Best Picture awards at the Oscars when compared to this piece of crap,negative
Before Miracle on 34th Street Maureen OHara and John Payne made this this this film I was going to describe it but cant find words for how badly this film turned out The subject matter of adopting a child and Maureens illness are both very serious and sensitive issues but that notwithstanding this could have been done a whole lot better than it was It was so extreme in its portrayal that it didnt come across as real at all Probably its problem started with a weak scriptbr br Another example of a screenwriter taking a novel and writing a weak movie See my review of A Stranger in My Arms The beautiful OHara was often saddled with clunkers like this another being Forbidden Street Britannica Mews which I may review eventuallybr br If you have any emotional ties to this from childhood youll be kinder to this rather lifeless colorless and lackluster film But for something along the lines of this maybe you can find its TVmovie remake It has to be better It has to be,negative
This is my favorite movie EVER I have watched it at least 10 times and I cry every time My family begs me not to watch it so I wont have a crying fit I think I love that it is a true story written by Antwone himself just as much as I love the movie The acting is top notch and the actors were perfect for their role Denzel Washington is one of my favorite actors But this is my favorite movie he has done so far I took care of a little boy who was also born in jail He was the most precious little boy I had ever met He has now been adopted by a wonderful family who fought for him for almost two years I saw this movie while the fight was still going on and his future was unsure and I am so happy he is safe and loved And I am so happy Antwones happy and found his familybr br I would love to know more about him and how it has been since meeting his family I just cant say enough good things about it,positive
Sean Connery is very good as the Great Raisuli Lord of the Rif and Defender of the Faithful This is an adventure movie with Arabs Germans and the USMC all coming to grips at one point or another There is also a lot of humor in the interplay among the main and supporting characters The story is based on the true incident in which a wealthy GreekAmerican businessman was kidnapped by the Raisuli in the early 1900s Milius has substituted Candace Bergen and her two children as the victims of the kidnapping and this opens the story to a lot of literary licensebr br On the other hand the movie gives Milius the opportunity to remind the viewer of two of the most famous though mostly forgotten political quotations of the TR era Brian Keith very good as TR says Pedecaris alive or the Raisuli dead and John Huston also good as Sec of State John Hayasks the Japanese Ambassador at a White House dinner You likee knifee you likee forkee,positive
I got Mirror Mirror mainly because Yvonne De Carlo was in it I thought she was great in American Gothic but sadly she didnt have a very big role in this film It starts off OK and the pace moves along nicelybut by the end it starts getting a bit tedious and dull Thats not to say that this is a boring film but its just very average and nothing spectacular I didnt like the posession side of it and there were no decent gore scenes Plus the main story was very confusing and the ending doesnt make much sense at all I did however like the story surrounding the Gothic girl and how she got revenge on her tormentorsbr br I wouldnt particularly recommend Mirror Mirror to horror fans  its nothing to wet yourself over,negative
The Gang of Roses Every rose has its thornsbr br A mix of old western and hip hop blended perfectly together The clothing styles the scenery and the plot are all suited to what the director wanted br br Plot  in five years they robbed twentyseven banks and then vanished without a trace Now a small western town is under siege and one of the first victims is Rachels sister The Rose Gang is ready to ride again And this time its personalbr br Rachel Michael Calhoun Chastity Lil Kim Maria Lisaraye Zang Li Marie Matiko and Kim Stacey Dash five gunslinging women who split up after five years of riding together When Rachels sister is killed she ends up rounding up her friends once again and riding on a trail of vengeance br br A good muck around version of western If youve seen Bad Girls well this is a little bit better in the ways of the female charactersbr br I gave it 1010 because the characters plot and scenery made it for me,positive
Unfortunately this film 54 was a pathetic attempt of the true story of Studio 54 The only thing that was good about the picture was Mike Myers who was a joy to watch Neve Cambpell although her role was little was unfortunately bad The bottom line is that this film lacked a good performance from the actors except one and that the conversion of the true story was a desperate attempt for a good screenplay,negative
Fay Grim is a true example of what I call a completed puzzle film It has all the pieces of acting direction storyline and entertainment value They all fit together and when done so create a masterpiece Fay Grimbr br This film follows a single mother Fay Grim trying to raise her son to not grow up to be her father who ran away from the law and went missing Soon the CIA contacts Fay in desperate pursuit to find 8 journals of her husband Henrys These journals were filled with confessions of his long past in the CIA and his involvement with countries and their government doings Fay is sent to find these journals in return to release her brother from prison and is sent on a catandmouse chase all over Europe to recover these journals and learn of the hidden secrets of her husbands past she never knew aboutbr br Parker Posey had already been an actress I liked after I watched her in The OH in Ohio and Best in Show She brought liveliness to these two comedic roles of hers but Fay Grim was a far different role than the other two movies Posey made me believe what was happening on screen I felt for her I rooted for her and I wanted to know more She grabs you while she is on screen and when she is off you cant stop thinking about what is happening to herbr br I havent seen any other previous works by writerdirector Hal Hartley but I believe I will look into viewing some of his earlier films if they are half as good as Fay Grim wasbr br If you decide to make a smart movie choice next time you decide to rent a movie or purchase a DVD Id highly urge you to choose Fay Grim If you have any common sense on how a film should be you will enjoy this movie immensely,positive
This groundbreaking film is truly a work of art I went into the screening at the convention in Indiana with very low expectations having already viewed 2 other film with gamer in the title both of which were so bad that by the end of the second one I had plucked out one of my own eyes with my drinking straw and a twisted paper clip I found between the seat cushions But from the opening credits Dorkness had me The temperate Northwest setting made a beautiful backdrop for the drama surrounding the frustrated game master Lodgepowerfully portrayed by Nathan Rice and his misfit band of friends who set aside the reallife dramas they face everyday to face fantastical dramas in the setting Lodge provides for them After the first sceneset in the fantasy world they inhabit They are violently thrust back into the world they so desperately try to escape This drew so many comparisons to my own life that I was moved to tears Rices acting is of such amazing caliber that I truly believed within the first 20 minutes of the film that he really was a twentysomething male suffering from frustration male pattern baldness and an annoying group of friends that cant seem to grasp concepts like right and wrong Lodges friends are of some note here Leo the oldest and heaviest of the trio seems to be the only other character with a job aside from lodge Yet he seems to gravitate socially towards Gary the youngest of the group This seems only slightly odd at first until you realize that Gary is in fact a sexually confused sociopath with very few prospects outside his fantasy world This dichotomy serves not to confuse but to inform and uplift the audience about the importance of diversity in our society My only complaint about this is that the actors who portray Leo Scott C Brown and Gary christian Doyle seem to play the characters for laughs at times as though they were informed they were acting in a comedy instead of a hardhitting actiondrama Speaking of action Brian Lewis makes his film debut as Cass the third and most influential member of Lodges motley crew the tension is always high when he is on screen both when he is arguing passionately about his beliefs to Lodge or when displaying his fantastic Martial Arts skills as Silence his fantasy character Or even when he turns around suddenly to face the audience and you reflexively duck in the audience so as not to get smacked by his fantastic chin Lewis Lights up the screen no matter what hes doing and I hope to see more of him in the future Once the action begins in this movie it just doesnt quit the drama and the action blend so seamlessly at times that you cans tell whether your in the middle of a frenetic action sequence or a touching dramatic moment Truly a thrill ride of Epic proportions I would recommend The Gamers Dorkness Rising as required viewing for anyone who loves film It was almost worth losing an eye overbr br Chip Deedlenick,positive
Walking With Dinoasaurs is a new and exciting programme that uses amazing visual graphics to display the living dinosaurs The information presented here is stunning The moods in the series alter to get your attention things such as dramatic music when fights break out There is clear evidence here for one cracking documentary My greatest thanx to the writers directors and producers and not forgetting the other people involved If you stumble accross this video in shops I suggest you buy it not just for the graphics but for the extreme efforts and productive work the series has to offer 1010,positive
As other reviewers have noted this movie is a cross between ie stolen from stories we have seen before Specifically this looks like Clint Eastwood in High Plains Drifter inserted into Mad Max Remove Clints cigar and replace with a cigarette remove his horse and give him a hightech motorcycle and voilà an updated drifter In this movie the hero is even more blatantly a Savior than High Plains Drifter Now our hero has long brown hair suffers a wound to his left side and his entry into town is preceded by a plea for salvation by the surviving townspeoplea pretty transparent reference to a Second Coming I watched the movie on a hot humid morning Sleep was impossible and upon arising at 430 am there was nothing else on TV So the movie served its purpose While unoriginal with characters that are almost comic caricatures the movie is still somewhat entertainingat least at 430 in the morning,negative
This was one of the best movies I have seen The movie relates to real life and how drugs CAN play a major part Although this movie appears to be produced from a low budget I found it to be exhilarating to watchbr br Some may not like the story and say the script is lacking direction However when a person gets as deep into drugs as these characters there is no direction is life I feel this movie is an accurate representation of what might happen to a person if they are faced with extreme temptationsbr br Most of the cast are newcomers to the industry However they all pulled it off very well Everyone seemed to do their job well and get into character appropriatelybr br I think this movie might be a good tool to use when dealing with a person or loved one that is involved in drugs and appears to be spiraling out of control This movie might just scare them enough to change their ways,positive
I agree wholeheartedly with the comments so far I remember this documentary as being one of the most amazing and informative Ive ever seen As stated before I recall that I began watching thinking it was just another nature study  interesting not necessarily special but I was so wrong Not only was the story of the colony incredible but I remember the music as being so much a part of its appeal If I remember correctly it was Native Americn pipes akin to the music at the end of One Flew Over the Cookoos Nest I too have been looking for a copy This should be required watching for anybody but especially the schools It should be rereleased,positive
I dont leave IMDb comments about films but this this film was bad very bad I fast forwarded through most of it stopping where I hoped the acting had improved since the last scene only to continue with the fast forwards Formula plot  once the obvious murderers were discounted there was only the one left And that was in the first five minutes Scene by scene it felt as though Id already read the script before because there were no surprises no mystery The Tori character bad bad acting A true waste of time on DVD and a definite lets go to bed early option if its the only thing on television If you watch this film you will find yourself realising youll never be able to get back the time youve just wasted,negative
It might be a stretch saying this as a diehard Carlin fan but the material both written and as performed in Its Bad for Ya is some of the best lateera material yet At 70 Carlin bounces back from the level of despair and some of the stumbles in the act itself from Life is Worth Losing to a special that is firmly structured but loose and playful or as much as the old f can get and is continuously ceaselessly funny And funny as in reminiscent of what some of us had going on when watching Back in Town or Diseased the first time The material even if sounding at times a tinge of the previously done ie the whole bit on children in school and camp like the Children segment in Diseased is always fresh and with such a sting of truth to everything that it scalds the mind while here goes tickling the funny bonebr br Going from the topic of death how long to wait to scratch off a name from the book six weeks unless if on the computer scheduler the facets of communication looking down from Heaven spots of God naturally kids and just troublesome gestures involving hats in religion and if people really have Rights make up the bulk of the special centered around the premise that whats bad for you plain and simple is BS Total complete BS which as we also learn or if youve really learned it youre like the kid waiting at the street corner for a week following dropped off notquite randomly by the parent holds the country together Carlin isnt necessarily angry though even if disdain seems to spout out at most turns even just to observe how horrifying childrens teeth coming in look Its skepticism tinged with the feeling that everything is NOT going to be finebr br What it comes down to is this Carlin is to dirty witty cautionary standup comedy what Yoda is to Jedis everywhere which is a small spark of hope via crystal clear wisdom in a world where its pretty damn hard to get any At the least we get classic GC  outrageous lines and bits from the mans 13th or is it 14th comedy special including as far as an eyebrowraising observation on people who play Mozart music during a birth,positive
The movie was very moving It was tender and funny at the same time The scenery was absolutely beautiful Peter Faulk and Paul Reiser gave award winning performances Olympia Dukakis was great I understand due to the story line her part had to be brief but I did wish I could have seen more of hershe is a true proYou will be able to recall experiences from your own life  hopefully in a positive way after seeing this movie We were fortunate to see Paul Reiser at a Q and A after the viewing He is a wonderful man clever eloquent and a real Person It was truly an enjoyable night outThis is a must see movie You will be so grateful you went,positive
Pedantic overlong fabrication which attempts to chronicle the birth of the Federal Bureau of Investigations Begins quite promisingly with a stillrelevant probe into an airplane explosion however the melodrama involving James Stewart and wife Vera Miles just gets in the way Miles had a habit of playing tepid wives under duress and her frayed nerves arrive here right on schedule Esteemed director Mervyn LeRoy helmed this adaptation of Don Whiteheads book but despite the talent involved the picture fails to make much of an impression Best performance is turned in by Murray Hamilton as Stewarts partner however most of the dialogue is ludicrous and the dogged pacing causes the movie to seem twice as long as it is 12 from ,negative
The director is sweet as is his codirecting wife Shira Geffen but their movie sucks It has its moments and some pretty girls but there is too much of everything Amélie meets Breaking the waves meets Pauline at the beach You walk away wanting to know more about the wedding photographer and about the girl who likes it best when nothing happens be it in movies or in real life Instead you get a suicidal writer a neurotic actress and an illegalimmigrantcomesocialworker with a heart of gold It feels like theres more than one truly touching story hidden in the script but at face value its a truckload of wasted story lines and sentimental bullshit Hard to sit out as it is,negative
As it is generally knownanthology films dont fare very well with American audiences I guess they prefer one standard plot line New YorkI Love You is the second phase of a series of anthology films dealing with cities  the people who live  love in them The first was ParisJTaime which I really enjoyed The film was made up of several segmentseach written andor directed by a different director most of which were Frenchbut there is a very funny segment directed by Joel  Ethan Coen Like Paris this one is also an anthology directed by several different directors Fatih AkinMira NairNatalie PortmanShakher Kapuretcand also like Parisdeals with New Yorkersand why they love the city they live in It features a top notch castfeaturing the likes of Natalie PortmanShia LaBeoufChristina RicciOrlando BloomEthan Hawkiand also features such seasoned veterans as James CaanCloris LeachmanEli Wallach and Julie Christie Some of the stories really flyand others dont although I suppose it will depend on individual tastesI wont ruin it for anybody else by revealing which ones worked for me  which ones didnt Word is that the next entry in the series will be Shanghai China is RomeItalyBerlinGermany or AthensGreece out of the question Spoken mainly in Englishbut does have bits of Yiddish  Russian with English subtitles Rated Rby the MPAA for strong language  sexual content,positive
Halloween is a film I have to get out and watch every time its THAT day of the yearI even watch it sometimes when its not the holidayThis film is SO greatJamie Lee Curtis is an actress I can never stop lovingThis movie might be oldbut the story line still gets me right there every timeand the acting was absolutely fantasticAlthough I have not seen the remakeI feel already that it was TOTALLY unnecessaryI think Rob Zombie should have NEVER remade such a classicWhat kills me thoughis to know that there are some people out there who have seen the remake without even hearing of the originalI am getting furious just thinking about itThis movie was greatand it will always be remembered in history as a classic,positive
I really wanted to like this movie It has a nice prison setting conspiracy theories bloodthirsty zombies a perfectly hideous 80stouch and it is a directorial effort by actor John Saxon who also plays a bad you guessed it a bad guy It reminds me of some beloved Italian horror flicks But the direction is very wooden and there is no nightmarishfrightening moment in there It just goes on and on and on and then it logically has to end More suspense and more daring visuals and its destiny as a cult classic would have been sealed,negative
i cant believe that NONE of the official reviews for this movie warn people that it contains two quite upsetting sexual assault scenes Its as though our culture accepts this kind of behavior as simply sexual but not violent My biggest problem with the movie is that it doesnt seem to condemn these assaults  as in the woman who is repeatedly assaulted and pressured never holds the men accountable for their actions and neither does anyone else One man is stopped from completing the assault when someone throws a dagger at him but he is reprimanded only with you cannot force a woman to love you rather than you should never force a woman sexually you jerk From a womans point of view the movie is a let down It sort of throws a bone to women in letting them be both skilled fighters and leaders but the movie is much more defined by the romance  which is characterized by the notion that human sexuality must involve an imbalance of power with men dominating the woman they love This amazing martial arts fighter doesnt use any of her fighting skills to try to fend off her attackers She never even makes them apologize  rather SHE seems apologetic Overall a depressing and upsetting movie with some great cinematography and some cool fight scenes but not as good as Hero by a long shot,negative
The Italian Job requires daylight hours and no experience is required This is a great matinee and a good afternoon at the movies The plot is good but the actual playing out of the plot is very simple and requires no thought process Its car chases explosions and all for the simple purpose of defeating the bad guy played by Edward Norton For Norton it seems he is content to portray the exact same characters as in his previous films such as The Score Mark Wahlberg and Charlize Theron deserve better scripts Warning If youve seen the trailer then you have seen the movie If youre looking for entertainment at inexpensive prices then you need The Italian Job,positive
I did something a little daring tonight when I watched this movie I attempted to wean myself from silent movie scores Sure when this film originally was distributed a piano score was probably played with it Oftentimes the director would choose the score himself Charlie Chaplin often composed the scores of his later silent films But most of the music you hear on VHS tapes over silent films is in no way the same music that was supposed to be played when the film was first released And then again there were plenty of silent films that were played without a score I do not know the history of Potemkins score so I decided to watch it for the medium this piece of art was produced within  film br br Soon after I turned the music off unaided or should I say unimpeded by the musical interpretation of the emotions on screen I became utterly attached to the film Visually it is easily one of the most stunning of all films Eisenstein was a master of composition The editing possibly the cinematic technique Eisenstein is most famous for montage is extraordinary The mood of this film is anger and it stirred my passions violently br br It takes a lot of effort to enjoy a silent film especially a drama but films like Battleship Potemkin prove that this effort is entirely worth it Come on You owe it to yourself to watch this film Your education is incomplete without it,positive
Russell my fav is gorgeous in this film But more than that the film covers a tremendous range of human passion and sorrow Everything from marriage to homosexuality is addressed and respected The film makes the viewer realize that tolerance of other humans provides the route to saving humanity Fabulous love story between Lachlin and Lil I replay their scenes over and over again Anyone who has ever been in love will empathize with these people All characters are cast and portrayed excellently,positive
First off I just want to say that this show couldve done well way better than its doing now What brought it down was certainly the acting Miranda Cosgrove who acts as the main character Carly looked almost worthy of her own show when she was on Drake and Josh Unfortunately iCarly was a big let down Not only can Miranda not act convincingly enough but shes incredibly stiff when she moves She looks as if shes not sure how the character carly would move or stand In the very first episode at the end when she throws the hat up her arm doesnt ever leave her side from her elbow up even when she was dancing she looked like a stick in the breeze And the singing The theme song was great only because Drake had been in it the music was pretty good and Mirandas voice sounded fake I have to admit the plot and settings are good unrealistic but hey thats Nick Theyre practically known for stupid lines and characters But wow is iCarly the worst of them all,negative
Business Executive is kidnapped made to wander miles and miles in a woodland for days and days exchanging dialog with his kidnapperAnd we have got to listen to all the nonsensebr br Meanwhile his snotty wife and family are at home with the FBI wondering what to do at no time does she seem concerned about the fate of her husband except when it comes to the ransom A love story Give me a breakbr br The plot is ludicrous And almost every scene is filled with an air of expectation that something significant is going to happen but it never doesbr br The result of the kidnapping is predictable and stupid and it becomes even more silly when we learn the fate of the kidnapperbr br This is garbagebr br 2 out of 10,negative
Malcolm McDowell has not had too many good movies lately and this is no different Especially designed for people who like Yellow filters on their movies,negative
